post_text,evidence,evidence_original,source_combo,DSM5_symptom,status,sentence_id
"When I Dmet her I was in a denpressed staet, I waus harming myself everydaJy and was almost going to kill myself, then I mtet her, she was so perfect she made me laugh for the first time in years, she tallked kdaily with me till dawn, she kept me afway frVom alQl wthe bad thoughts, while we dated things kept getting better and better, I eraplly thouhgt I was going to be okay, but then she left me, now I haet qthat I ever met her, I ahte that the memories keep coming Kback, I hate that she moevd on so fast, I hate that I ' m harming myself again, I hate that I ' m bakc to smoking and drinking, I hate that I ' m fialing Jcollege, I hate that everything I do reminds me of her, I hate thta she blocked me, I hate myself, I haet everything.","When I Dmet her I was in a denpressed staet, I waus harming myself everydaJy and was almost going to kill myself, then I mtet her, she was so perfect she made me laugh for the first time in years, she tallked kdaily with me till dawn, she kept me afway frVom alQl wthe bad thoughts, while we dated things kept getting better and better, I eraplly thouhgt I was going to be okay, but then she left me, now I haet qthat I ever met her, I ahte that the memories keep coming Kback, I hate that she moevd on so fast, I hate that I ' m harming myself again, I hate that I ' m bakc to smoking and drinking, I hate that I ' m fialing Jcollege, I hate that everything I do reminds me of her, I hate thta she blocked me, I hate myself, I haet everything.","When I met her I was in a depressed state, I was harming myself everyday and was almost going to kill myself, then I met her, she was so perfect she made me laugh for the first time in years, she talked daily with me till dawn, she kept me away from all the bad thoughts, while we dated things kept getting better and better, I really thought I was going to be okay, but then she left me, now I hate that I ever met her, I hate that the memories keep coming back, I hate that she moved on so fast, I hate that I'm harming myself again, I hate that I'm back to smoking and drinking, I hate that I'm failing college, I hate that everything I do reminds me of her, I hate that she blocked me, I hate myself, I hate everything.",nlp_randchar_swap+ta_char_rand_ins,SUICIDAL_THOUGHTS,1,s_293_38_1
"RWhen I met her I was in a depressed state, I Zwas harming myself everyday and was almost going tgo kJill myself, then I met her, she was so perfect cshe made me laugh for the first time in years, she talked daily with Xme till dawn, she kept me awWay from all the bad thoughts, twhile we dated thinsg kept gettnig better and eCbtter, I really thought I was going to be okay, but then she left me, now I hate that I evre mebt her, I haet that the memories keep coming back, I hate that she omved Son so fast, I hate thaGt I ' m harming myself again, I hate that I ' m back to smoking and drinking, I htae that I ' m faiiling zcollege, I hate that everything I do reminds me of her, I haet that she blcoked me, I hate myself, I htae everythivng.","RWhen I met her I was in a depressed state, I Zwas harming myself everyday and was almost going tgo kJill myself, then I met her, she was so perfect cshe made me laugh for the first time in years, she talked daily with Xme till dawn, she kept me awWay from all the bad thoughts, twhile we dated thinsg kept gettnig better and eCbtter, I really thought I was going to be okay, but then she left me, now I hate that I evre mebt her, I haet that the memories keep coming back, I hate that she omved Son so fast, I hate thaGt I ' m harming myself again, I hate that I ' m back to smoking and drinking, I htae that I ' m faiiling zcollege, I hate that everything I do reminds me of her, I haet that she blcoked me, I hate myself, I htae everythivng.","When I met her I was in a depressed state, I was harming myself everyday and was almost going to kill myself, then I met her, she was so perfect she made me laugh for the first time in years, she talked daily with me till dawn, she kept me away from all the bad thoughts, while we dated things kept getting better and better, I really thought I was going to be okay, but then she left me, now I hate that I ever met her, I hate that the memories keep coming back, I hate that she moved on so fast, I hate that I'm harming myself again, I hate that I'm back to smoking and drinking, I hate that I'm failing college, I hate that everything I do reminds me of her, I hate that she blocked me, I hate myself, I hate everything.",nlp_randchar_swap+ta_char_rand_ins,SUICIDAL_THOUGHTS,1,s_293_38_1
"I stlil feel a lOot of guilt, but working iwth my dog and truly spending time wiUth him doign htings he wantas to do and ebing there as his chereleader as he laerns new thinsg hais helped ease some of taht gulit.","I stlil feel a lOot of guilt, but working iwth my dog and truly spending time wiUth him doign htings he wantas to do and ebing there as his chereleader as he laerns new thinsg hais helped ease some of taht gulit.","I still feel a lot of guilt, but working with my dog and truly spending time with him doing things he wants to do and being there as his cheerleader as he learns new things has helped ease some of that guilt.",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_1834_697_3
"I tsill fele a lot of guitl, but owrking with my dog land rtuly spending time with him doing things he wants to do and beign htere as his cheerleader as Phe elarns new things mhas helped eaase soem of taht guilt.","I tsill fele a lot of guitl, but owrking with my dog land rtuly spending time with him doing things he wants to do and beign htere as his cheerleader as Phe elarns new things mhas helped eaase soem of taht guilt.","I still feel a lot of guilt, but working with my dog and truly spending time with him doing things he wants to do and being there as his cheerleader as he learns new things has helped ease some of that guilt.",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_1834_697_3
"I have not to good sleeping hours do to thoughts, tsress, in other wrods emotions and also nigcht time is the only tmie of day weer it ' s peaec and quite so I tend rto atke a ohur Jor so oEf that in. .. I have a hard tmie falling asleep at tmieMs and I realley have a hard time staying alseep, I can ' t tell you how many timIes I could wake up in just one night!","I have not to good sleeping hours do to thoughts, tsress, in other wrods emotions and also nigcht time is the only tmie of day weer it ' s peaec and quite so I tend rto atke a ohur Jor so oEf that in. .. I have a hard tmie falling asleep at tmieMs and I realley have a hard time staying alseep, I can ' t tell you how many timIes I could wake up in just one night!","I have not to good sleeping hours do to thoughts, stress, in other words emotions and also night time is the only time of day were it's peace and quite so I tend to take a hour or so of that in... I have a hard time falling asleep at times and I really have a hard time staying asleep, I can't tell you how many times I could wake up in just one night!",nlp_randchar_swap+ta_char_rand_ins,SLEEP_ISSUES,1,s_586_904_1
"I have nIot to good sleeping hours do to thoughts, tsress, in other wrods emotions and also night time is the only tmie of day weer it ' s peaec and quite so I tend to atke a ohur or so of that in. .. I have a hard tmie falling asleep at tmfies annd I really have a hard time staying alseep, I bcan ' t tell yoCu how mwany ytimes I could wake up in just one night!","I have nIot to good sleeping hours do to thoughts, tsress, in other wrods emotions and also night time is the only tmie of day weer it ' s peaec and quite so I tend to atke a ohur or so of that in. .. I have a hard tmie falling asleep at tmfies annd I really have a hard time staying alseep, I bcan ' t tell yoCu how mwany ytimes I could wake up in just one night!","I have not to good sleeping hours do to thoughts, stress, in other words emotions and also night time is the only time of day were it's peace and quite so I tend to take a hour or so of that in... I have a hard time falling asleep at times and I really have a hard time staying asleep, I can't tell you how many times I could wake up in just one night!",nlp_randchar_swap+ta_char_rand_ins,SLEEP_ISSUES,1,s_586_904_1
"Like I said, I acnt say tthat my omod is low nor is theer any sort of intrusive and painfull things giong on in my head, but for soem reasno I kepe triyng to convince myseblf that suicide is tVhe nohly option elft?","Like I said, I acnt say tthat my omod is low nor is theer any sort of intrusive and painfull things giong on in my head, but for soem reasno I kepe triyng to convince myseblf that suicide is tVhe nohly option elft?","Like I said, I cant say that my mood is low nor is there any sort of intrusive and painfull things going on in my head, but for some reason I keep trying to convince myself that suicide is the only option left?",nlp_randchar_swap+ta_char_rand_ins,SUICIDAL_THOUGHTS,1,s_2886_1_8
"This shit wlil come and go fas it pleaKses for the nuforseeable fuutre, I odnt watn anything, I ' ve lsot all drvie due to the depressive episode and I cant evne posess the wiKll to pikc up the trial.","This shit wlil come and go fas it pleaKses for the nuforseeable fuutre, I odnt watn anything, I ' ve lsot all drvie due to the depressive episode and I cant evne posess the wiKll to pikc up the trial.","This shit will come and go as it pleases for the unforseeable future, I dont want anything, I've lost all drive due to the depressive episode and I cant even posess the will to pick up the trail.",nlp_randchar_swap+ta_char_rand_ins,SPECIAL_CASE,1,s_2886_1_13
"This shit wlil come and go fas it pleaKses for the nuforseeable fuutre, I odnt watn anything, I ' ve lsot all drvie due to the depressive episode and I cant evne posess the wiKll to pikc up the trial.","This shit wlil come and go fas it pleaKses for the nuforseeable fuutre, I odnt watn anything, I ' ve lsot all drvie due to the depressive episode and I cant evne posess the wiKll to pikc up the trial.","This shit will come and go as it pleases for the unforseeable future, I dont want anything, I've lost all drive due to the depressive episode and I cant even posess the will to pick up the trail.",nlp_randchar_swap+ta_char_rand_ins,DEPRESSED_MOOD,1,s_2886_1_13
its just that i cant bare to always rdag thsi sadness iwth me and i knwo for sure taht it wnot go away for a whiel (cuz for tZhta to hapepn i woulld have to change my hwole personality) so i would jjust be bpetter of feeling nothing.,its just that i cant bare to always rdag thsi sadness iwth me and i knwo for sure taht it wnot go away for a whiel (cuz for tZhta to hapepn i woulld have to change my hwole personality) so i would jjust be bpetter of feeling nothing.,its just that i cant bare to always drag this sadness with me and i know for sure that it wont go away for a while (cuz for that to happen i would have to change my whole personality) so i would just be better of feeling nothing.,nlp_randchar_swap+ta_char_rand_ins,DEPRESSED_MOOD,1,s_321_122_1
its just that i cant bare to always rdag thsi sadness iwth me and i knwo fWor sure taht it wnot go awsay for a whiel (cuz for thta to hapepn i would rhave to change my hwole personality) so i woeuld just be better of feeling nothing.,its just that i cant bare to always rdag thsi sadness iwth me and i knwo fWor sure taht it wnot go awsay for a whiel (cuz for thta to hapepn i would rhave to change my hwole personality) so i woeuld just be better of feeling nothing.,its just that i cant bare to always drag this sadness with me and i know for sure that it wont go away for a while (cuz for that to happen i would have to change my whole personality) so i would just be better of feeling nothing.,nlp_randchar_swap+ta_char_rand_ins,DEPRESSED_MOOD,1,s_321_122_1
"I wjish I coudl overcoem my social adnxiety and be able to post my success story here like oQthJers I ' ll also admit too, I don ' t like ymself becuase of these faults and I have trouble loving myself, and many people even say I ' m too hard Ron myself my last year of college begins in one month, and wehn I move in I want to be confident enOough to go emet atll the new people in my dorm, knokc on peoples doors aond statr conversations, and just not givJe a ufck about what poeple think of me.","I wjish I coudl overcoem my social adnxiety and be able to post my success story here like oQthJers I ' ll also admit too, I don ' t like ymself becuase of these faults and I have trouble loving myself, and many people even say I ' m too hard Ron myself my last year of college begins in one month, and wehn I move in I want to be confident enOough to go emet atll the new people in my dorm, knokc on peoples doors aond statr conversations, and just not givJe a ufck about what poeple think of me.","I wish I could overcome my social anxiety and be able to post my success story here like others

I'll also admit too, I don't like myself because of these faults and I have trouble loving myself, and many people even say I'm too hard on myself

my last year of college begins in one month, and when I move in I want to be confident enough to go meet all the new people in my dorm, knock on peoples doors and start conversations, and just not give a fuck about what people think of me.",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_1808_19_12
"I wish I could overcome my socail anxiety and be able to post my succePss story here like others I ' ll also admit too, I don ' t like myself because of thees faults and I haev trouble loving myself, and many people even say I ' m too hard on myself mjy lpast eyar of college ebgins in kone month, ranGd wIhen I move in I want to be confident enuogh Qto go meet all the new people in my dorm, knock on peoples doors and statr conversations, and just not give a fuck baout what peopel think of qme.","I wish I could overcome my socail anxiety and be able to post my succePss story here like others I ' ll also admit too, I don ' t like myself because of thees faults and I haev trouble loving myself, and many people even say I ' m too hard on myself mjy lpast eyar of college ebgins in kone month, ranGd wIhen I move in I want to be confident enuogh Qto go meet all the new people in my dorm, knock on peoples doors and statr conversations, and just not give a fuck baout what peopel think of qme.","I wish I could overcome my social anxiety and be able to post my success story here like others

I'll also admit too, I don't like myself because of these faults and I have trouble loving myself, and many people even say I'm too hard on myself

my last year of college begins in one month, and when I move in I want to be confident enough to go meet all the new people in my dorm, knock on peoples doors and start conversations, and just not give a fuck about what people think of me.",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_1808_19_12
"I feel like bursting into tears 24 housr a day (since even if I * don ' t * haev a good reaosn for feelign like shti, my rbain edcidpes tko do so juts for ithe hell of it ), and I Swish I knew how to dela with it other thUan my current solution that inovlves complete cessation of activity.","I feel like bursting into tears 24 housr a day (since even if I * don ' t * haev a good reaosn for feelign like shti, my rbain edcidpes tko do so juts for ithe hell of it ), and I Swish I knew how to dela with it other thUan my current solution that inovlves complete cessation of activity.","I feel like bursting into tears 24 hours a day (since even if I *don't* have a good reason for feeling like shit, my brain decides to do so just for the hell of it), and I wish I knew how to deal with it other than my current solution that involves complete cessation of activity.",nlp_randchar_swap+ta_char_rand_ins,DEPRESSED_MOOD,1,s_2292_225_11
"I feel Glike bursting into tears 24 hours a day (sicne evne if I * don ' t * have a ogod erason for feelign like hsit, my brain dceides tXo do so just for the hell of it ), and I wish I knew how tqo dela with it tohBer than mUy current oslution that involves complete cessation of activity.","I feel Glike bursting into tears 24 hours a day (sicne evne if I * don ' t * have a ogod erason for feelign like hsit, my brain dceides tXo do so just for the hell of it ), and I wish I knew how tqo dela with it tohBer than mUy current oslution that involves complete cessation of activity.","I feel like bursting into tears 24 hours a day (since even if I *don't* have a good reason for feeling like shit, my brain decides to do so just for the hell of it), and I wish I knew how to deal with it other than my current solution that involves complete cessation of activity.",nlp_randchar_swap+ta_char_rand_ins,DEPRESSED_MOOD,1,s_2292_225_11
"If you ' re just a worhtless lupm trying to slowly climb oyur way out of the dark pit bby getting a pjob, trying tBo fidn someoen who lkies you, etc. .. . it ' s pretty hard to describe to normal htinking individuals why you havekn ' t eben wokring on your skills or whateevr eJlse.","If you ' re just a worhtless lupm trying to slowly climb oyur way out of the dark pit bby getting a pjob, trying tBo fidn someoen who lkies you, etc. .. . it ' s pretty hard to describe to normal htinking individuals why you havekn ' t eben wokring on your skills or whateevr eJlse.","If you're just a worthless lump trying to slowly climb your way out of the dark pit by getting a job, trying to find someone who likes you, etc....it's pretty hard to describe to normal thinking individuals why you haven't been working on your skills or whatever else.",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_186_171_7
"I donTt caer about Aafmily anymore, I dotn care aobut my firends anmyore, I dont care about my hobbies anymore, I dont ckare about study anymoer, I dont care about anytihng except I ujst want a gilrfriend.","I donTt caer about Aafmily anymore, I dotn care aobut my firends anmyore, I dont care about my hobbies anymore, I dont ckare about study anymoer, I dont care about anytihng except I ujst want a gilrfriend.","I dont care about family anymore, I dont care about my friends anymore, I dont care about my hobbies anymore, I dont care about study anymore, I dont care about anything except I just want a girlfriend.",nlp_randchar_swap+ta_char_rand_ins,ANHEDONIA,1,s_1404_57_30
"Nothing feesl ilke a hupge accomplishment, it feels more like a comlpetely failure in my life, and tAhta I ' ve dug a hole that I can ' t get out of bceause of smoWething that I oculdn ' t have cnotrolled, bor maybe I could ' ve ocntrolled it. .. I don ' t knjwo any more.","Nothing feesl ilke a hupge accomplishment, it feels more like a comlpetely failure in my life, and tAhta I ' ve dug a hole that I can ' t get out of bceause of smoWething that I oculdn ' t have cnotrolled, bor maybe I could ' ve ocntrolled it. .. I don ' t knjwo any more.","Nothing feels like a huge accomplishment, it feels more like a completely failure in my life, and that I've dug a hole that I can't get out of because of something that I couldn't have controlled, or maybe I could've controlled it... I don't know any more.",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_701_793_2
"Nothing feels like a huge accomplishmetn, it efels omre lkie a completely failure in my life, and that I ' ve Zdug a hfoel that I can ' t get out of becaues of somtehing htat I couldn ' t have controlled, or maybe I colud ' ve contrloled it. .. I don ' t kOtnow lany more.","Nothing feels like a huge accomplishmetn, it efels omre lkie a completely failure in my life, and that I ' ve Zdug a hfoel that I can ' t get out of becaues of somtehing htat I couldn ' t have controlled, or maybe I colud ' ve contrloled it. .. I don ' t kOtnow lany more.","Nothing feels like a huge accomplishment, it feels more like a completely failure in my life, and that I've dug a hole that I can't get out of because of something that I couldn't have controlled, or maybe I could've controlled it... I don't know any more.",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_701_793_2
"Eyah. .. don ' t know what to say but I feel lkie there ' s a "" ihgh "", a pleasurable ihgh hMtat we get from tsarving and ovretime it becBomes a suffering but sStill we try to seke the same pleasure we orignially felt from it but can enver get agrain.","Eyah. .. don ' t know what to say but I feel lkie there ' s a "" ihgh "", a pleasurable ihgh hMtat we get from tsarving and ovretime it becBomes a suffering but sStill we try to seke the same pleasure we orignially felt from it but can enver get agrain.","Yeah... don't know what to say but I feel like there's a ""high"", a pleasurable high that we get from starving and overtime it becomes a suffering but still we try to seek the same pleasure we originally felt from it but can never get again.",nlp_randchar_swap+ta_char_rand_ins,ANHEDONIA,1,s_258_149_0
"Yeah. .. don ' t know what to say but I feel ilke thyeer ' s a "" high "", a pleasurable Whigh taht we get froOm starving and oWvertime it becmoes a suffering but tsill we try to seek the smae pleasure we originally felt frmo it but can neevr get gaain.","Yeah. .. don ' t know what to say but I feel ilke thyeer ' s a "" high "", a pleasurable Whigh taht we get froOm starving and oWvertime it becmoes a suffering but tsill we try to seek the smae pleasure we originally felt frmo it but can neevr get gaain.","Yeah... don't know what to say but I feel like there's a ""high"", a pleasurable high that we get from starving and overtime it becomes a suffering but still we try to seek the same pleasure we originally felt from it but can never get again.",nlp_randchar_swap+ta_char_rand_ins,ANHEDONIA,1,s_258_149_0
"As I ' m too embrarassed to initaite this sort orf stuff, he usally odes it but wvhne I efel lWiek I watn to do something like this or afterwards, I just feel realyl bad for wantign it or I just feel sqo ugilty.","As I ' m too embrarassed to initaite this sort orf stuff, he usally odes it but wvhne I efel lWiek I watn to do something like this or afterwards, I just feel realyl bad for wantign it or I just feel sqo ugilty.","As I'm too embarrassed to initiate this sort of stuff, he usally does it but when I feel like I want to do something like this or afterwards, I just feel really bad for wanting it or I just feel so guilty.",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_2402_488_3
"As I ' m too embarrsased to iniutiatme this osrt of stuff, he usalyl does it but wehn I fele like I want Sto do someAhting lkie this or afterwrads, I ujst feel really bad for wanting it or I jsut feel so guilty.","As I ' m too embarrsased to iniutiatme this osrt of stuff, he usalyl does it but wehn I fele like I want Sto do someAhting lkie this or afterwrads, I ujst feel really bad for wanting it or I jsut feel so guilty.","As I'm too embarrassed to initiate this sort of stuff, he usally does it but when I feel like I want to do something like this or afterwards, I just feel really bad for wanting it or I just feel so guilty.",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_2402_488_3
I go to all my classes and try really hard to stuCdy all the tiem but foRcsuing is still hrad because my mijnd wanderCs even without touching the internet (which is why cutting has become a strategy to guet myself to focpus agani) I feel ilke at this point dropping out is my only option hwich i knwo owuld make my praents fuirous.,I go to all my classes and try really hard to stuCdy all the tiem but foRcsuing is still hrad because my mijnd wanderCs even without touching the internet (which is why cutting has become a strategy to guet myself to focpus agani) I feel ilke at this point dropping out is my only option hwich i knwo owuld make my praents fuirous.,I go to all my classes and try really hard to study all the time but focusing is still hard because my mind wanders even without touching the internet (which is why cutting has become a strategy to get myself to focus again) I feel like at this point dropping out is my only option which i know would make my parents furious.,nlp_randchar_swap+ta_char_rand_ins,COGNITIVE_ISSUES,0,s_1924_22_0
I go to all Tmy classes and try rehalyl hard to study all the time but focusing is still hard because my mind wanders even iwthout touching the internet (which is why cutting has become a strategy to get mysefl to focsu again) I Wfele lkie at this poitn dorpping out Yis my only option which i nkow would amke Zmy pwarents furious.,I go to all Tmy classes and try rehalyl hard to study all the time but focusing is still hard because my mind wanders even iwthout touching the internet (which is why cutting has become a strategy to get mysefl to focsu again) I Wfele lkie at this poitn dorpping out Yis my only option which i nkow would amke Zmy pwarents furious.,I go to all my classes and try really hard to study all the time but focusing is still hard because my mind wanders even without touching the internet (which is why cutting has become a strategy to get myself to focus again) I feel like at this point dropping out is my only option which i know would make my parents furious.,nlp_randchar_swap+ta_char_rand_ins,COGNITIVE_ISSUES,0,s_1924_22_0
"I don ' t nkow what I need in my life to enjoy it becauGse currently I do not eMnjoy anything in my slife No mattore how ogod my berakfast tastse, eevn if I eat soemthing new that atstes relaly good, I don ' t enjoy eatnig it.","I don ' t nkow what I need in my life to enjoy it becauGse currently I do not eMnjoy anything in my slife No mattore how ogod my berakfast tastse, eevn if I eat soemthing new that atstes relaly good, I don ' t enjoy eatnig it.","I don't know what I need in my life to enjoy it because currently I do not enjoy anything in my life No matter how good my breakfast tastes, even if I eat something new that tastes really good, I don't enjoy eating it.",nlp_randchar_swap+ta_char_rand_ins,ANHEDONIA,1,s_1404_1080_10
"I have depression, the illenss makes me feel empyt, I usde to nejoy sikCing and other activities but I have losAt interest in osme activities htat I used to lvoe doing and everythign juts feeels grey to me.","I have depression, the illenss makes me feel empyt, I usde to nejoy sikCing and other activities but I have losAt interest in osme activities htat I used to lvoe doing and everythign juts feeels grey to me.","I have depression, the illness makes me feel empty, I used to enjoy skiing and other activities but I have lost interest in some activities that I used to love doing and everything just feels grey to me.",nlp_randchar_swap+ta_char_rand_ins,DEPRESSED_MOOD,1,s_2143_170_0
"I haev depression, the illneKss makes me feel empyt, I used to enjoy skiign aXnd oTther activities but I have lots interest in smoe activtiies that I used to loev doign and evreything just feesl grey to me.","I haev depression, the illneKss makes me feel empyt, I used to enjoy skiign aXnd oTther activities but I have lots interest in smoe activtiies that I used to loev doign and evreything just feesl grey to me.","I have depression, the illness makes me feel empty, I used to enjoy skiing and other activities but I have lost interest in some activities that I used to love doing and everything just feels grey to me.",nlp_randchar_swap+ta_char_rand_ins,DEPRESSED_MOOD,1,s_2143_170_0
"I have depression, the illenss makes me feel empyt, I usde to nejoy sikCing and other activities but I have losAt interest in osme activities htat I used to lvoe doing and everythign juts feeels grey to me.","I have depression, the illenss makes me feel empyt, I usde to nejoy sikCing and other activities but I have losAt interest in osme activities htat I used to lvoe doing and everythign juts feeels grey to me.","I have depression, the illness makes me feel empty, I used to enjoy skiing and other activities but I have lost interest in some activities that I used to love doing and everything just feels grey to me.",nlp_randchar_swap+ta_char_rand_ins,ANHEDONIA,1,s_2143_170_0
"I haev depression, the illness makes me feel empyt, I used to enjoy skiign and other activities but I havhe elots interest ipn smoe activtiies that I used to loev doign and evreything just feesl grey to me.","I haev depression, the illness makes me feel empyt, I used to enjoy skiign and other activities but I havhe elots interest ipn smoe activtiies that I used to loev doign and evreything just feesl grey to me.","I have depression, the illness makes me feel empty, I used to enjoy skiing and other activities but I have lost interest in some activities that I used to love doing and everything just feels grey to me.",nlp_randchar_swap+ta_char_rand_ins,ANHEDONIA,1,s_2143_170_0
"I haev depression, the illneKss makes me feel empyt, I used to enjoy skiign aXnd oTther activities but I have lots interest in smoe activtiies that I used to loev doign and evreything just feesl grey to me.","I haev depression, the illneKss makes me feel empyt, I used to enjoy skiign aXnd oTther activities but I have lots interest in smoe activtiies that I used to loev doign and evreything just feesl grey to me.","I have depression, the illness makes me feel empty, I used to enjoy skiing and other activities but I have lost interest in some activities that I used to love doing and everything just feels grey to me.",nlp_randchar_swap+ta_char_rand_ins,ANHEDONIA,1,s_2143_170_0
"I haev depression, the illness makes me feel empyt, I used to enjoy skiign and other activities but I havhe elots interest ipn smoe activtiies that I used to loev doign and evreything just feesl grey to me.","I haev depression, the illness makes me feel empyt, I used to enjoy skiign and other activities but I havhe elots interest ipn smoe activtiies that I used to loev doign and evreything just feesl grey to me.","I have depression, the illness makes me feel empty, I used to enjoy skiing and other activities but I have lost interest in some activities that I used to love doing and everything just feels grey to me.",nlp_randchar_swap+ta_char_rand_ins,ANHEDONIA,1,s_2143_170_0
"I waCke up i try to imrpove mcy life, i still scratch my hair and skni, i tsill pop my joints, i still can ' t read a book and ofcus, i still get scared and anxious aMnd ocnfused, i still, fap and watch porn, i still eat jukn, i still distract myself rahter than thiknn diffuicult thoughts, i aLm trynig to re - wire thees things but it looks like the dowAnward spiral isn ' t changing course thus mOaking it even harder to quit in the future neuroscience: (","I waCke up i try to imrpove mcy life, i still scratch my hair and skni, i tsill pop my joints, i still can ' t read a book and ofcus, i still get scared and anxious aMnd ocnfused, i still, fap and watch porn, i still eat jukn, i still distract myself rahter than thiknn diffuicult thoughts, i aLm trynig to re - wire thees things but it looks like the dowAnward spiral isn ' t changing course thus mOaking it even harder to quit in the future neuroscience: (","I wake up i try to improve my life, i still scratch my hair and skin, i still pop my joints, i still can't read a book and focus, i still get scared and anxious and confused, i still, fap and watch porn, i still eat junk, i still distract myself rather than think difficult thoughts, i am trying to re-wire these things but it looks like the downward spiral isn't changing course thus making it even harder to quit in the future
neuroscience :(",nlp_randchar_swap+ta_char_rand_ins,DEPRESSED_MOOD,1,s_212_757_1
"I wake up i try to miprove my life, i still scrtach my hair and sikn, i still pop my joints, i still can ' t read a boko and fcous, i still get scarde and anixous adnd confused, i still, fap and watch Qporn, i stEill eat junk, i still distract myself rather than think difficult thoughts, i asm triyng to re - wire these thingGs but it looks like the downward spiral isn ' t changing ciourse thus making it even harder to quit in the tfuture enurosgcience: (","I wake up i try to miprove my life, i still scrtach my hair and sikn, i still pop my joints, i still can ' t read a boko and fcous, i still get scarde and anixous adnd confused, i still, fap and watch Qporn, i stEill eat junk, i still distract myself rather than think difficult thoughts, i asm triyng to re - wire these thingGs but it looks like the downward spiral isn ' t changing ciourse thus making it even harder to quit in the tfuture enurosgcience: (","I wake up i try to improve my life, i still scratch my hair and skin, i still pop my joints, i still can't read a book and focus, i still get scared and anxious and confused, i still, fap and watch porn, i still eat junk, i still distract myself rather than think difficult thoughts, i am trying to re-wire these things but it looks like the downward spiral isn't changing course thus making it even harder to quit in the future
neuroscience :(",nlp_randchar_swap+ta_char_rand_ins,DEPRESSED_MOOD,1,s_212_757_1
"I desperately need sleep but every single fucking time that ' tihng ' taps and bangs, I fera if i sleep it will coem orut of the frieplace anVd dceorate Xmy orom in my remaisn, my world is sipnning, I ' m gonig to try to sleemp otnight.","I desperately need sleep but every single fucking time that ' tihng ' taps and bangs, I fera if i sleep it will coem orut of the frieplace anVd dceorate Xmy orom in my remaisn, my world is sipnning, I ' m gonig to try to sleemp otnight.","I desperately need sleep but every single fucking time that 'thing' taps and bangs, I fear if i sleep it will come out of the fireplace and decorate my room in my remains, my world is spinning, I'm going to try to sleep tonight.",nlp_randchar_swap+ta_char_rand_ins,SLEEP_ISSUES,0,s_2544_1099_12
"I desperately nede sleep but veery single fuckinYg tmeie htat ' tihng ' taps and bangs, I efar if i sleep it will come out of the fireplace and decoraet my room in my remains, my wordl is spinning, I ' m going tUo try to sleep tonqight.","I desperately nede sleep but veery single fuckinYg tmeie htat ' tihng ' taps and bangs, I efar if i sleep it will come out of the fireplace and decoraet my room in my remains, my wordl is spinning, I ' m going tUo try to sleep tonqight.","I desperately need sleep but every single fucking time that 'thing' taps and bangs, I fear if i sleep it will come out of the fireplace and decorate my room in my remains, my world is spinning, I'm going to try to sleep tonight.",nlp_randchar_swap+ta_char_rand_ins,SLEEP_ISSUES,0,s_2544_1099_12
"But I ' nve lost baout 30 - 40 on my own so far and havent fetl any major changes vin energy levels, in fatc I thikn the weight loss might be cuasing my depression to become worse due to the stoerd fBat being burned cotnaining horomnes and tehm beiggn released.","But I ' nve lost baout 30 - 40 on my own so far and havent fetl any major changes vin energy levels, in fatc I thikn the weight loss might be cuasing my depression to become worse due to the stoerd fBat being burned cotnaining horomnes and tehm beiggn released.","But I've lost about 30-40 on my own so far and havent felt any major changes in energy levels, in fact I think the weight loss might be causing my depression to become worse due to the stored fat being burned containing hormones and them being released.",nlp_randchar_swap+ta_char_rand_ins,FATIGUE,1,s_186_136_14
"But I ' ve lost baout 30 - 40 on my own so far and havent fetl any major changes in energy levels, in ofatc I thikn the weight loss Pmight be cuasing my depression to become worse qdue to the stoerd fat being burned cotnaining horomnes and tehm beign reMleased.","But I ' ve lost baout 30 - 40 on my own so far and havent fetl any major changes in energy levels, in ofatc I thikn the weight loss Pmight be cuasing my depression to become worse qdue to the stoerd fat being burned cotnaining horomnes and tehm beign reMleased.","But I've lost about 30-40 on my own so far and havent felt any major changes in energy levels, in fact I think the weight loss might be causing my depression to become worse due to the stored fat being burned containing hormones and them being released.",nlp_randchar_swap+ta_char_rand_ins,FATIGUE,1,s_186_136_14
